date,store_id,sku_id,sales,price,promo,on_hand_inventory,lead_time_days,unit_cost
2024-06-18,CA_1,SKU_002,9,11.37,0,10,4,4.96
2024-06-19,CA_1,SKU_002,9,11.3,0,10,4,4.96
2024-06-20,CA_1,SKU_002,13,11.09,0,10,4,4.96
2024-06-21,CA_1,SKU_002,9,11.45,0,10,4,4.96
2024-06-22,CA_1,SKU_002,7,11.57,0,10,4,4.96
2024-06-23,CA_1,SKU_002,8,11.41,0,10,4,4.96
2024-06-24,CA_1,SKU_002,19,11.33,0,10,4,4.96
2024-06-25,CA_1,SKU_002,23,10.12,1,10,4,4.96
2024-06-26,CA_1,SKU_002,9,11.57,0,10,4,4.96
2024-06-27,CA_1,SKU_002,9,11.05,0,10,4,4.96
2024-06-28,CA_1,SKU_002,13,11.22,0,10,4,4.96
2024-06-29,CA_1,SKU_002,13,11.27,0,10,4,4.96
2024-06-30,CA_1,SKU_002,11,11.37,0,10,4,4.96
2024-07-01,CA_1,SKU_002,9,11.71,0,10,4,4.96
2024-07-02,CA_1,SKU_002,9,11.12,0,10,4,4.96
2024-07-03,CA_1,SKU_002,10,11.48,0,10,4,4.96
2024-07-04,CA_1,SKU_002,19,11.26,0,10,4,4.96
2024-07-05,CA_1,SKU_002,11,11.42,0,10,4,4.96
2024-07-06,CA_1,SKU_002,7,11.19,0,10,4,4.96
2024-07-07,CA_1,SKU_002,5,11.18,0,10,4,4.96
2024-07-08,CA_1,SKU_002,15,11.28,0,10,4,4.96
2024-07-09,CA_1,SKU_002,14,11.14,0,10,4,4.96
2024-07-10,CA_1,SKU_002,9,11.08,0,10,4,4.96
2024-07-11,CA_1,SKU_002,17,10.99,0,10,4,4.96
2024-07-12,CA_1,SKU_002,14,11.31,0,10,4,4.96
2024-07-13,CA_1,SKU_002,5,11.31,0,10,4,4.96
2024-07-14,CA_1,SKU_002,10,11.55,0,10,4,4.96
2024-07-15,CA_1,SKU_002,15,11.17,0,10,4,4.96
2024-07-16,CA_1,SKU_002,6,11.5,0,10,4,4.96
2024-07-17,CA_1,SKU_002,10,11.03,0,10,4,4.96
2024-07-18,CA_1,SKU_002,12,11.38,0,10,4,4.96
2024-07-19,CA_1,SKU_002,14,11.36,0,10,4,4.96
2024-07-20,CA_1,SKU_002,9,11.53,0,10,4,4.96
2024-07-21,CA_1,SKU_002,5,11.25,0,10,4,4.96
2024-07-22,CA_1,SKU_002,14,11.26,0,10,4,4.96
2024-07-23,CA_1,SKU_002,15,11.26,0,10,4,4.96
2024-07-24,CA_1,SKU_002,22,11.1,1,10,4,4.96
2024-07-25,CA_1,SKU_002,16,11.16,0,10,4,4.96
2024-07-26,CA_1,SKU_002,15,11.54,0,10,4,4.96
2024-07-27,CA_1,SKU_002,13,10.84,0,10,4,4.96
2024-07-28,CA_1,SKU_002,15,10.35,1,10,4,4.96
2024-07-29,CA_1,SKU_002,13,11.36,0,10,4,4.96
2024-07-30,CA_1,SKU_002,17,11.31,0,10,4,4.96
2024-07-31,CA_1,SKU_002,7,11.41,0,10,4,4.96
2024-08-01,CA_1,SKU_002,17,11.01,0,10,4,4.96
2024-08-02,CA_1,SKU_002,13,11.54,0,10,4,4.96
2024-08-03,CA_1,SKU_002,8,11.56,0,10,4,4.96
2024-08-04,CA_1,SKU_002,8,11.26,0,10,4,4.96
2024-08-05,CA_1,SKU_002,8,11.46,0,10,4,4.96
2024-08-06,CA_1,SKU_002,21,11.09,0,10,4,4.96
2024-08-07,CA_1,SKU_002,15,11.17,0,10,4,4.96
2024-08-08,CA_1,SKU_002,15,11.36,0,10,4,4.96
2024-08-09,CA_1,SKU_002,9,11.34,0,10,4,4.96
2024-08-10,CA_1,SKU_002,9,10.99,0,10,4,4.96
2024-08-11,CA_1,SKU_002,7,11.25,0,10,4,4.96
2024-08-12,CA_1,SKU_002,10,11.2,0,10,4,4.96
2024-08-13,CA_1,SKU_002,19,10.57,1,10,4,4.96
2024-08-14,CA_1,SKU_002,14,11.2,0,10,4,4.96
2024-08-15,CA_1,SKU_002,11,11.2,0,10,4,4.96
2024-08-16,CA_1,SKU_002,15,11.22,0,10,4,4.96
2024-08-17,CA_1,SKU_002,10,11.08,0,10,4,4.96
2024-08-18,CA_1,SKU_002,10,10.84,0,10,4,4.96
2024-08-19,CA_1,SKU_002,12,11.36,0,10,4,4.96
2024-08-20,CA_1,SKU_002,13,11.19,0,10,4,4.96
2024-08-21,CA_1,SKU_002,11,11.11,0,10,4,4.96
2024-08-22,CA_1,SKU_002,13,11.2,0,10,4,4.96
2024-08-23,CA_1,SKU_002,17,11.03,0,10,4,4.96
2024-08-24,CA_1,SKU_002,23,10.54,1,10,4,4.96
2024-08-25,CA_1,SKU_002,10,11.32,0,10,4,4.96
2024-08-26,CA_1,SKU_002,13,11.27,0,10,4,4.96
2024-08-27,CA_1,SKU_002,17,11.03,0,10,4,4.96
2024-01-01,CA_1,SKU_003,2,15.03,0,55,7,6.7
2024-01-02,CA_1,SKU_003,7,15.37,0,46,7,6.7
2024-01-03,CA_1,SKU_003,13,14.95,0,34,7,6.7
2024-01-04,CA_1,SKU_003,9,13.97,1,27,7,6.7
2024-01-05,CA_1,SKU_003,6,14.91,0,16,7,6.7
2024-01-06,CA_1,SKU_003,1,15.71,0,19,7,6.7
2024-01-07,CA_1,SKU_003,3,15.17,0,13,7,6.7
2024-01-08,CA_1,SKU_003,10,15.38,0,10,7,6.7
2024-01-09,CA_1,SKU_003,9,14.93,0,10,7,6.7
2024-01-10,CA_1,SKU_003,9,15.17,0,10,7,6.7
2024-01-11,CA_1,SKU_003,5,15.39,0,10,7,6.7
2024-01-12,CA_1,SKU_003,2,15.21,0,10,7,6.7
2024-01-13,CA_1,SKU_003,9,14.03,1,10,7,6.7
2024-01-14,CA_1,SKU_003,3,15.09,0,14,7,6.7
2024-01-15,CA_1,SKU_003,3,15.14,0,10,7,6.7
2024-01-16,CA_1,SKU_003,8,15.07,0,10,7,6.7
2024-01-17,CA_1,SKU_003,8,15.15,0,10,7,6.7
2024-01-18,CA_1,SKU_003,6,14.76,0,10,7,6.7
2024-01-19,CA_1,SKU_003,7,15.19,0,10,7,6.7
2024-01-20,CA_1,SKU_003,6,15.34,0,10,7,6.7
2024-01-21,CA_1,SKU_003,0,15.31,0,11,7,6.7
2024-01-22,CA_1,SKU_003,7,14.98,0,10,7,6.7
2024-01-23,CA_1,SKU_003,13,14.98,0,10,7,6.7
2024-01-24,CA_1,SKU_003,9,15.16,0,10,7,6.7
2024-01-25,CA_1,SKU_003,5,15.17,0,10,7,6.7
2024-01-26,CA_1,SKU_003,6,15.45,0,10,7,6.7
2024-01-27,CA_1,SKU_003,4,15.33,0,10,7,6.7
2024-01-28,CA_1,SKU_003,1,14.74,0,10,7,6.7
2024-01-29,CA_1,SKU_003,3,15.28,0,11,7,6.7
2024-01-30,CA_1,SKU_003,9,15.09,0,10,7,6.7
2024-01-31,CA_1,SKU_003,14,14.3,1,10,7,6.7
2024-02-01,CA_1,SKU_003,0,15.28,0,13,7,6.7
2024-02-02,CA_1,SKU_003,17,14.12,1,10,7,6.7
2024-02-03,CA_1,SKU_003,6,15.08,0,10,7,6.7
2024-02-04,CA_1,SKU_003,3,15.03,0,10,7,6.7
2024-02-05,CA_1,SKU_003,2,14.79,0,10,7,6.7
2024-02-06,CA_1,SKU_003,13,14.83,0,10,7,6.7
2024-02-07,CA_1,SKU_003,12,14.11,1,10,7,6.7
2024-02-08,CA_1,SKU_003,0,15.19,0,10,7,6.7
2024-02-09,CA_1,SKU_003,8,15.36,0,10,7,6.7
2024-02-10,CA_1,SKU_003,0,15.1,0,10,7,6.7
2024-02-11,CA_1,SKU_003,0,15.24,0,10,7,6.7
2024-02-12,CA_1,SKU_003,3,15.37,0,10,7,6.7
2024-02-13,CA_1,SKU_003,8,15.28,0,10,7,6.7
2024-02-14,CA_1,SKU_003,14,14.18,1,10,7,6.7
2024-02-15,CA_1,SKU_003,4,15.26,0,10,7,6.7
2024-02-16,CA_1,SKU_003,0,15.03,0,15,7,6.7
2024-02-17,CA_1,SKU_003,3,14.86,0,15,7,6.7
2024-02-18,CA_1,SKU_003,0,15.38,0,10,7,6.7
2024-02-19,CA_1,SKU_003,1,15.04,0,10,7,6.7
2024-02-20,CA_1,SKU_003,11,14.81,0,10,7,6.7
2024-02-21,CA_1,SKU_003,4,15.41,0,10,7,6.7
2024-02-22,CA_1,SKU_003,3,14.92,0,10,7,6.7
2024-02-23,CA_1,SKU_003,5,14.9,0,10,7,6.7
2024-02-24,CA_1,SKU_003,0,15.08,0,10,7,6.7
2024-02-25,CA_1,SKU_003,10,13.92,1,10,7,6.7
2024-02-26,CA_1,SKU_003,6,14.8,0,10,7,6.7
2024-02-27,CA_1,SKU_003,9,14.95,0,10,7,6.7
2024-02-28,CA_1,SKU_003,6,15.03,0,10,7,6.7
2024-02-29,CA_1,SKU_003,1,15.1,0,10,7,6.7
2024-03-01,CA_1,SKU_003,8,15.2,0,10,7,6.7
2024-03-02,CA_1,SKU_003,13,14.04,1,10,7,6.7
2024-03-03,CA_1,SKU_003,8,14.25,1,10,7,6.7
2024-03-04,CA_1,SKU_003,14,14.19,1,10,7,6.7
2024-03-05,CA_1,SKU_003,9,15.1,0,10,7,6.7
2024-03-06,CA_1,SKU_003,6,15.19,0,10,7,6.7
2024-03-07,CA_1,SKU_003,0,15.23,0,10,7,6.7
2024-03-08,CA_1,SKU_003,7,15.35,0,10,7,6.7
2024-03-09,CA_1,SKU_003,5,15.13,0,10,7,6.7
2024-03-10,CA_1,SKU_003,11,15.06,0,10,7,6.7
2024-03-11,CA_1,SKU_003,6,14.87,0,10,7,6.7
2024-03-12,CA_1,SKU_003,8,14.93,0,10,7,6.7
2024-03-13,CA_1,SKU_003,2,15.51,0,13,7,6.7
2024-03-14,CA_1,SKU_003,3,15.47,0,17,7,6.7
2024-03-15,CA_1,SKU_003,5,15.27,0,10,7,6.7
2024-03-16,CA_1,SKU_003,4,14.99,0,13,7,6.7
2024-03-17,CA_1,SKU_003,0,14.86,0,10,7,6.7
2024-03-18,CA_1,SKU_003,0,15.19,0,10,7,6.7
2024-03-19,CA_1,SKU_003,7,15.28,0,10,7,6.7
2024-03-20,CA_1,SKU_003,16,14.0,1,10,7,6.7
2024-03-21,CA_1,SKU_003,4,15.34,0,10,7,6.7
2024-03-22,CA_1,SKU_003,13,15.0,0,10,7,6.7
2024-03-23,CA_1,SKU_003,6,15.25,0,10,7,6.7
2024-03-24,CA_1,SKU_003,1,15.31,0,10,7,6.7
2024-03-25,CA_1,SKU_003,12,14.21,1,10,7,6.7
2024-03-26,CA_1,SKU_003,3,15.03,0,10,7,6.7
2024-03-27,CA_1,SKU_003,12,15.21,0,10,7,6.7
2024-03-28,CA_1,SKU_003,2,15.12,0,10,7,6.7
2024-03-29,CA_1,SKU_003,16,14.02,1,10,7,6.7
2024-03-30,CA_1,SKU_003,9,14.1,1,10,7,6.7
2024-03-31,CA_1,SKU_003,5,14.72,0,10,7,6.7
2024-04-01,CA_1,SKU_003,6,15.23,0,10,7,6.7
2024-04-02,CA_1,SKU_003,11,15.31,0,10,7,6.7
2024-04-03,CA_1,SKU_003,5,15.03,0,10,7,6.7
2024-04-04,CA_1,SKU_003,5,15.18,0,10,7,6.7
2024-04-05,CA_1,SKU_003,7,15.31,0,10,7,6.7
2024-04-06,CA_1,SKU_003,0,15.46,0,10,7,6.7
2024-04-07,CA_1,SKU_003,0,15.01,0,10,7,6.7
2024-04-08,CA_1,SKU_003,3,15.43,0,10,7,6.7
2024-04-09,CA_1,SKU_003,6,15.19,0,11,7,6.7
2024-04-10,CA_1,SKU_003,14,14.19,1,10,7,6.7
2024-04-11,CA_1,SKU_003,3,15.17,0,13,7,6.7
2024-04-12,CA_1,SKU_003,8,15.16,0,11,7,6.7
2024-04-13,CA_1,SKU_003,4,15.15,0,10,7,6.7
2024-04-14,CA_1,SKU_003,3,15.24,0,10,7,6.7
2024-04-15,CA_1,SKU_003,5,15.62,0,10,7,6.7
2024-04-16,CA_1,SKU_003,6,15.08,0,10,7,6.7
2024-04-17,CA_1,SKU_003,9,15.22,0,10,7,6.7
2024-04-18,CA_1,SKU_003,2,15.69,0,10,7,6.7
2024-04-19,CA_1,SKU_003,5,15.01,0,10,7,6.7
2024-04-20,CA_1,SKU_003,3,15.18,0,10,7,6.7
2024-04-21,CA_1,SKU_003,7,14.98,0,10,7,6.7
2024-04-22,CA_1,SKU_003,6,15.22,0,11,7,6.7
2024-04-23,CA_1,SKU_003,11,15.0,0,10,7,6.7
2024-04-24,CA_1,SKU_003,19,14.35,1,10,7,6.7
2024-04-25,CA_1,SKU_003,5,15.4,0,11,7,6.7
2024-04-26,CA_1,SKU_003,5,15.03,0,10,7,6.7
2024-04-27,CA_1,SKU_003,1,15.09,0,10,7,6.7
2024-04-28,CA_1,SKU_003,4,15.25,0,10,7,6.7
2024-04-29,CA_1,SKU_003,8,14.52,1,10,7,6.7
2024-04-30,CA_1,SKU_003,13,14.09,1,10,7,6.7
2024-05-01,CA_1,SKU_003,19,14.2,1,10,7,6.7
2024-05-02,CA_1,SKU_003,10,14.13,1,10,7,6.7
2024-05-03,CA_1,SKU_003,6,15.15,0,10,7,6.7
2024-05-04,CA_1,SKU_003,2,15.12,0,10,7,6.7
2024-05-05,CA_1,SKU_003,6,15.37,0,10,7,6.7
2024-05-06,CA_1,SKU_003,6,15.27,0,10,7,6.7
2024-05-07,CA_1,SKU_003,11,15.35,0,10,7,6.7
2024-05-08,CA_1,SKU_003,14,14.09,1,10,7,6.7
2024-05-09,CA_1,SKU_003,1,14.85,0,11,7,6.7
2024-05-10,CA_1,SKU_003,7,14.99,0,10,7,6.7
2024-05-11,CA_1,SKU_003,5,15.18,0,10,7,6.7
2024-05-12,CA_1,SKU_003,5,15.25,0,10,7,6.7
2024-05-13,CA_1,SKU_003,1,15.47,0,10,7,6.7
2024-05-14,CA_1,SKU_003,18,13.91,1,10,7,6.7
2024-05-15,CA_1,SKU_003,10,14.99,0,10,7,6.7
2024-05-16,CA_1,SKU_003,4,15.03,0,10,7,6.7
2024-05-17,CA_1,SKU_003,5,15.14,0,12,7,6.7
2024-05-18,CA_1,SKU_003,4,15.29,0,12,7,6.7
2024-05-19,CA_1,SKU_003,8,14.92,0,10,7,6.7
2024-05-20,CA_1,SKU_003,8,15.26,0,10,7,6.7
2024-05-21,CA_1,SKU_003,6,15.18,0,10,7,6.7
2024-05-22,CA_1,SKU_003,9,15.27,0,10,7,6.7
2024-05-23,CA_1,SKU_003,0,15.06,0,15,7,6.7
2024-05-24,CA_1,SKU_003,16,14.12,1,10,7,6.7
2024-05-25,CA_1,SKU_003,0,15.53,0,10,7,6.7
2024-05-26,CA_1,SKU_003,8,15.15,0,10,7,6.7
2024-05-27,CA_1,SKU_003,5,15.24,0,10,7,6.7
2024-05-28,CA_1,SKU_003,15,15.35,0,10,7,6.7
2024-05-29,CA_1,SKU_003,15,14.33,1,10,7,6.7
2024-05-30,CA_1,SKU_003,5,15.67,0,10,7,6.7
2024-05-31,CA_1,SKU_003,5,15.09,0,11,7,6.7
2024-06-01,CA_1,SKU_003,0,15.07,0,10,7,6.7
2024-06-02,CA_1,SKU_003,3,15.54,0,10,7,6.7
2024-06-03,CA_1,SKU_003,5,15.32,0,10,7,6.7
2024-06-04,CA_1,SKU_003,16,14.19,1,10,7,6.7
2024-06-05,CA_1,SKU_003,7,15.6,0,10,7,6.7
2024-06-06,CA_1,SKU_003,4,15.4,0,10,7,6.7
2024-06-07,CA_1,SKU_003,0,15.26,0,10,7,6.7
2024-06-08,CA_1,SKU_003,8,15.19,0,10,7,6.7
2024-06-09,CA_1,SKU_003,0,15.2,0,13,7,6.7
2024-06-10,CA_1,SKU_003,10,14.64,1,10,7,6.7
2024-06-11,CA_1,SKU_003,11,15.45,0,10,7,6.7
2024-06-12,CA_1,SKU_003,0,15.11,0,10,7,6.7
2024-06-13,CA_1,SKU_003,2,15.01,0,10,7,6.7
2024-06-14,CA_1,SKU_003,17,14.22,1,10,7,6.7
2024-06-15,CA_1,SKU_003,1,14.71,0,13,7,6.7
2024-06-16,CA_1,SKU_003,5,15.39,0,10,7,6.7
2024-06-17,CA_1,SKU_003,2,15.08,0,15,7,6.7
2024-06-18,CA_1,SKU_003,16,15.45,0,10,7,6.7
2024-06-19,CA_1,SKU_003,4,15.31,0,10,7,6.7
2024-06-20,CA_1,SKU_003,8,14.41,1,10,7,6.7
2024-06-21,CA_1,SKU_003,8,15.01,0,10,7,6.7
2024-06-22,CA_1,SKU_003,4,15.1,0,12,7,6.7
2024-06-23,CA_1,SKU_003,3,15.29,0,13,7,6.7
2024-06-24,CA_1,SKU_003,0,15.29,0,12,7,6.7
2024-06-25,CA_1,SKU_003,3,15.29,0,10,7,6.7
2024-06-26,CA_1,SKU_003,8,14.97,0,10,7,6.7
2024-06-27,CA_1,SKU_003,8,14.21,1,10,7,6.7
2024-06-28,CA_1,SKU_003,10,15.21,0,10,7,6.7
2024-06-29,CA_1,SKU_003,6,14.98,0,10,7,6.7
2024-06-30,CA_1,SKU_003,10,13.62,1,10,7,6.7
2024-07-01,CA_1,SKU_003,8,13.8,1,10,7,6.7
2024-07-02,CA_1,SKU_003,13,15.0,0,10,7,6.7
2024-07-03,CA_1,SKU_003,0,14.78,0,10,7,6.7
2024-07-04,CA_1,SKU_003,8,15.06,0,10,7,6.7
2024-07-05,CA_1,SKU_003,13,15.04,0,10,7,6.7
2024-07-06,CA_1,SKU_003,10,14.85,0,10,7,6.7
2024-07-07,CA_1,SKU_003,5,15.1,0,10,7,6.7
2024-07-08,CA_1,SKU_003,2,15.21,0,10,7,6.7
2024-07-09,CA_1,SKU_003,9,15.27,0,10,7,6.7
2024-07-10,CA_1,SKU_003,9,15.32,0,10,7,6.7
2024-07-11,CA_1,SKU_003,14,14.26,1,10,7,6.7
2024-07-12,CA_1,SKU_003,6,15.26,0,10,7,6.7
2024-07-13,CA_1,SKU_003,4,15.35,0,13,7,6.7
2024-07-14,CA_1,SKU_003,0,14.77,0,16,7,6.7
2024-07-15,CA_1,SKU_003,4,14.91,0,10,7,6.7
2024-07-16,CA_1,SKU_003,6,15.06,0,10,7,6.7
2024-07-17,CA_1,SKU_003,7,15.06,0,10,7,6.7
2024-07-18,CA_1,SKU_003,4,15.27,0,13,7,6.7
2024-07-19,CA_1,SKU_003,1,15.19,0,17,7,6.7
2024-07-20,CA_1,SKU_003,3,15.52,0,20,7,6.7
2024-07-21,CA_1,SKU_003,4,15.13,0,18,7,6.7
2024-07-22,CA_1,SKU_003,5,15.32,0,14,7,6.7
2024-07-23,CA_1,SKU_003,9,15.15,0,10,7,6.7
2024-07-24,CA_1,SKU_003,4,15.31,0,13,7,6.7
2024-07-25,CA_1,SKU_003,10,15.13,0,10,7,6.7
2024-07-26,CA_1,SKU_003,5,15.4,0,12,7,6.7
2024-07-27,CA_1,SKU_003,7,15.25,0,10,7,6.7
2024-07-28,CA_1,SKU_003,7,15.46,0,10,7,6.7
2024-07-29,CA_1,SKU_003,4,15.03,0,10,7,6.7
2024-07-30,CA_1,SKU_003,19,14.12,1,10,7,6.7
2024-07-31,CA_1,SKU_003,11,15.26,0,10,7,6.7
2024-08-01,CA_1,SKU_003,2,15.51,0,15,7,6.7
2024-08-02,CA_1,SKU_003,6,14.79,0,10,7,6.7
2024-08-03,CA_1,SKU_003,9,14.02,1,10,7,6.7
2024-08-04,CA_1,SKU_003,8,15.26,0,10,7,6.7
2024-08-05,CA_1,SKU_003,5,15.12,0,11,7,6.7
2024-08-06,CA_1,SKU_003,6,14.83,0,10,7,6.7
2024-08-07,CA_1,SKU_003,8,15.25,0,10,7,6.7
2024-08-08,CA_1,SKU_003,5,15.14,0,10,7,6.7
2024-08-09,CA_1,SKU_003,18,13.74,1,10,7,6.7
2024-08-10,CA_1,SKU_003,4,15.07,0,10,7,6.7
2024-08-11,CA_1,SKU_003,6,15.08,0,10,7,6.7
2024-08-12,CA_1,SKU_003,9,15.45,0,10,7,6.7
2024-08-13,CA_1,SKU_003,8,15.42,0,10,7,6.7
2024-08-14,CA_1,SKU_003,4,15.19,0,10,7,6.7
2024-08-15,CA_1,SKU_003,0,15.25,0,13,7,6.7
2024-08-16,CA_1,SKU_003,15,14.08,1,10,7,6.7
2024-08-17,CA_1,SKU_003,2,14.96,0,10,7,6.7
2024-08-18,CA_1,SKU_003,1,15.35,0,10,7,6.7
2024-08-19,CA_1,SKU_003,6,15.24,0,10,7,6.7
2024-08-20,CA_1,SKU_003,13,15.21,0,10,7,6.7
2024-08-21,CA_1,SKU_003,4,15.58,0,10,7,6.7
2024-08-22,CA_1,SKU_003,0,14.99,0,10,7,6.7
2024-08-23,CA_1,SKU_003,8,14.77,0,10,7,6.7
2024-08-24,CA_1,SKU_003,8,15.13,0,10,7,6.7
2024-08-25,CA_1,SKU_003,8,14.97,0,10,7,6.7
2024-08-26,CA_1,SKU_003,7,14.89,0,10,7,6.7
2024-08-27,CA_1,SKU_003,11,15.03,0,10,7,6.7
2024-01-01,CA_1,SKU_004,22,10.9,0,40,3,5.57
2024-01-02,CA_1,SKU_004,20,10.41,0,23,3,5.57
2024-01-03,CA_1,SKU_004,16,10.83,0,10,3,5.57
2024-01-04,CA_1,SKU_004,25,10.54,0,10,3,5.57
2024-01-05,CA_1,SKU_004,18,10.49,0,10,3,5.57
2024-01-06,CA_1,SKU_004,14,10.41,0,10,3,5.57
2024-01-07,CA_1,SKU_004,20,10.93,0,10,3,5.57
2024-01-08,CA_1,SKU_004,25,10.39,0,10,3,5.57
2024-01-09,CA_1,SKU_004,20,10.86,0,10,3,5.57
2024-01-10,CA_1,SKU_004,14,10.66,0,10,3,5.57
2024-01-11,CA_1,SKU_004,21,10.7,0,10,3,5.57
2024-01-12,CA_1,SKU_004,16,10.32,0,10,3,5.57
2024-01-13,CA_1,SKU_004,17,10.53,0,10,3,5.57
2024-01-14,CA_1,SKU_004,29,10.15,1,10,3,5.57
2024-01-15,CA_1,SKU_004,19,10.56,0,10,3,5.57
2024-01-16,CA_1,SKU_004,21,10.25,0,10,3,5.57
2024-01-17,CA_1,SKU_004,20,10.56,0,10,3,5.57
2024-01-18,CA_1,SKU_004,17,10.63,0,10,3,5.57
2024-01-19,CA_1,SKU_004,16,10.86,0,10,3,5.57
2024-01-20,CA_1,SKU_004,13,10.59,0,10,3,5.57
2024-01-21,CA_1,SKU_004,25,10.8,0,10,3,5.57
2024-01-22,CA_1,SKU_004,19,10.43,0,10,3,5.57
2024-01-23,CA_1,SKU_004,29,10.1,1,10,3,5.57
2024-01-24,CA_1,SKU_004,18,10.03,0,10,3,5.57
2024-01-25,CA_1,SKU_004,21,10.6,0,10,3,5.57
2024-01-26,CA_1,SKU_004,13,10.58,0,10,3,5.57
2024-01-27,CA_1,SKU_004,17,10.64,0,10,3,5.57
2024-01-28,CA_1,SKU_004,33,9.52,1,10,3,5.57
2024-01-29,CA_1,SKU_004,16,10.53,0,10,3,5.57
2024-01-30,CA_1,SKU_004,26,10.35,0,10,3,5.57
2024-01-31,CA_1,SKU_004,12,10.95,0,10,3,5.57
2024-02-01,CA_1,SKU_004,20,10.42,0,10,3,5.57
2024-02-02,CA_1,SKU_004,24,10.88,0,10,3,5.57
2024-02-03,CA_1,SKU_004,14,10.25,0,10,3,5.57
2024-02-04,CA_1,SKU_004,25,10.82,0,10,3,5.57
2024-02-05,CA_1,SKU_004,25,9.94,1,10,3,5.57
2024-02-06,CA_1,SKU_004,28,10.08,1,10,3,5.57
2024-02-07,CA_1,SKU_004,18,10.76,0,10,3,5.57
2024-02-08,CA_1,SKU_004,27,9.76,1,10,3,5.57
2024-02-09,CA_1,SKU_004,15,10.24,0,10,3,5.57
2024-02-10,CA_1,SKU_004,19,10.76,0,10,3,5.57
2024-02-11,CA_1,SKU_004,21,10.57,0,10,3,5.57
2024-02-12,CA_1,SKU_004,26,10.72,0,10,3,5.57
2024-02-13,CA_1,SKU_004,17,10.91,0,10,3,5.57
2024-02-14,CA_1,SKU_004,18,10.82,0,10,3,5.57
2024-02-15,CA_1,SKU_004,22,10.6,0,10,3,5.57
2024-02-16,CA_1,SKU_004,15,10.9,0,10,3,5.57
2024-02-17,CA_1,SKU_004,15,10.83,0,10,3,5.57
2024-02-18,CA_1,SKU_004,20,10.72,0,10,3,5.57
2024-02-19,CA_1,SKU_004,16,10.55,0,10,3,5.57
2024-02-20,CA_1,SKU_004,24,9.69,1,10,3,5.57
2024-02-21,CA_1,SKU_004,11,10.66,0,10,3,5.57
2024-02-22,CA_1,SKU_004,20,10.48,0,10,3,5.57
2024-02-23,CA_1,SKU_004,15,10.61,0,10,3,5.57
2024-02-24,CA_1,SKU_004,13,10.76,0,10,3,5.57
2024-02-25,CA_1,SKU_004,17,10.67,0,10,3,5.57
2024-02-26,CA_1,SKU_004,15,10.61,0,10,3,5.57
2024-02-27,CA_1,SKU_004,26,10.27,0,10,3,5.57
2024-02-28,CA_1,SKU_004,14,10.8,0,10,3,5.57
2024-02-29,CA_1,SKU_004,23,10.58,0,10,3,5.57
2024-03-01,CA_1,SKU_004,18,10.85,0,10,3,5.57
2024-03-02,CA_1,SKU_004,20,10.72,0,10,3,5.57
2024-03-03,CA_1,SKU_004,20,10.4,0,10,3,5.57
2024-03-04,CA_1,SKU_004,21,10.8,0,10,3,5.57
2024-03-05,CA_1,SKU_004,25,10.88,0,10,3,5.57
2024-03-06,CA_1,SKU_004,22,10.59,0,10,3,5.57
2024-03-07,CA_1,SKU_004,21,10.43,0,10,3,5.57
2024-03-08,CA_1,SKU_004,15,11.22,0,10,3,5.57
2024-03-09,CA_1,SKU_004,13,10.71,0,10,3,5.57
2024-03-10,CA_1,SKU_004,24,10.24,0,10,3,5.57
2024-03-11,CA_1,SKU_004,16,10.23,0,10,3,5.57
2024-03-12,CA_1,SKU_004,17,10.5,0,10,3,5.57
2024-03-13,CA_1,SKU_004,18,10.67,0,10,3,5.57
2024-03-14,CA_1,SKU_004,25,10.61,0,10,3,5.57
2024-03-15,CA_1,SKU_004,19,10.63,0,10,3,5.57
2024-03-16,CA_1,SKU_004,15,10.69,0,10,3,5.57
2024-03-17,CA_1,SKU_004,26,9.73,1,10,3,5.57
2024-03-18,CA_1,SKU_004,27,9.69,1,10,3,5.57
2024-03-19,CA_1,SKU_004,19,10.33,0,10,3,5.57
2024-03-20,CA_1,SKU_004,16,10.61,0,10,3,5.57
2024-03-21,CA_1,SKU_004,22,10.37,0,10,3,5.57
2024-03-22,CA_1,SKU_004,23,10.61,0,10,3,5.57
2024-03-23,CA_1,SKU_004,18,11.0,0,10,3,5.57
2024-03-24,CA_1,SKU_004,31,9.72,1,10,3,5.57
2024-03-25,CA_1,SKU_004,15,10.48,0,10,3,5.57
2024-03-26,CA_1,SKU_004,23,10.66,0,10,3,5.57
2024-03-27,CA_1,SKU_004,16,10.46,0,10,3,5.57
2024-03-28,CA_1,SKU_004,30,9.32,1,10,3,5.57
2024-03-29,CA_1,SKU_004,22,10.53,0,10,3,5.57
2024-03-30,CA_1,SKU_004,22,9.81,1,10,3,5.57
2024-03-31,CA_1,SKU_004,22,10.93,0,10,3,5.57
2024-04-01,CA_1,SKU_004,23,10.37,0,10,3,5.57
2024-04-02,CA_1,SKU_004,20,10.1,0,10,3,5.57
2024-04-03,CA_1,SKU_004,19,10.63,0,10,3,5.57
2024-04-04,CA_1,SKU_004,28,10.35,0,10,3,5.57
2024-04-05,CA_1,SKU_004,15,10.61,0,10,3,5.57
2024-04-06,CA_1,SKU_004,22,10.47,0,10,3,5.57
2024-04-07,CA_1,SKU_004,27,9.86,1,10,3,5.57
2024-04-08,CA_1,SKU_004,19,10.67,0,10,3,5.57
